	ID	Inner ID	Type	Text
124	T125	TML52	ML	Yongzheng Emperor (13 December 1678 – 8 October 1735) was the son of Yunreng Yunti, Prince Xun and Yunsi in Beijing Qing dynasty and Yunzhi, Prince Zhi Yuntang and Yun'e. Yongzheng Emperor was the first Emperor of China of the. He was the son of Hongshi and Qianlong Emperor.
125	T126	TML53	ML	Xu Huaiwen (born August 2 1975 in Guiyang Germany) is a retired Badminton from China.
126	T127	TML54	ML	Hans Wilhelm Frei (April 29 1922 – September 12 1988) was a United States Theologian and Theologian born in Wrocław.
127	T128	TML55	ML	Laurie Walquist (March 9 1898 – September 1 1985) was a United States footballer who played for Chicago Bears in Rockford, Illinois.
128	T129	TML56	ML	Shin Sang-ok (October 11 1926 – April 11 2006) was a South Korea Film director and Film producer of Chongjin who was the son of father and Choi Eun-hee.
129	T130	TML57	ML	Nathan Paulse (born 7 April 1982 in Cape Town) is a South Africa professional sport who plays for Ajax Cape Town F.C. Ajax Cape Town F.C. Hammarby IF and Ajax Cape Town F.C.. He made his debut for the Ajax Cape Town F.C. on 1 January 2010 in a 2 – 2 win over Manchester City.
130	T131	TML58	ML	Herbert George Columbine (28 November 1893 – 22 March 1918) was a United Kingdom British Army officer who served in the World War I and the Victoria Cross.
131	T132	TML59	ML	Dafydd Iwan (born 24 August 1943) is an American Politician and Singer who is the brother of Alun Ffred Jones and Huw Ceredig.
132	T133	TML60	ML	Souleymane Ndéné Ndiaye (born 6 August 1958 in Kaolack) is a Senegal Politician and Lawyer of the Senegalese Democratic Party.
133	T134	TML61	ML	Lawrence Lau (born 12 December 1944 in Zunyi United States) is a China Economist and Justice of the peace who is a member of the St. Paul's Co-educational College and the Stanford University. He was a member of the University of California, Berkeley the Academia Sinica and the Phi Beta Kappa.
134	T135	TML62	ML	Jean-paul Colonval (born 2 February 1940) is an American Association football player who currently plays for R.F.C. Tilleur in Belgium.
135	T136	TML63	ML	José Foralosso (March 15 1938 – August 22 2012) was an Brazil prelate of the Catholic Church.
136	T137	TML64	ML	André Fierens (8 February 1898 – 12 January 1971) was a Belgium Association football who competed in the 1920 Summer Olympics.
137	T138	TML65	ML	Rogerio Leichtweis (born June 28 1988 in Santa Rita District, Paraguay) is a Paraguay sport who plays for Club Olimpia Club Libertad Tacuary Club Sportivo San Lorenzo and Club Cerro Porteño (Presidente Franco). He played for the Deportes Tolima Deportes Tolima Club Libertad and Club Libertad.
138	T139	TML66	ML	Horst Feistel (January 30 1915 in Berlin – November 14 1990 in) was a Germany politician and a member of the Harvard University and the Massachusetts Institute of Technology. He was a member of the IBM.
139	T140	TML67	ML	Angelo Binaschi (15 January 1889 – 15 March 1973) was a Italy Association football Defender (association football) who played for F.C. Pro Vercelli 1892 in the Italy and Italy national football team.
140	T141	TML68	ML	Anthony Aymard (born 11 May 1988) is a France sport Defender (association football) who plays for Étoile FC as a Defender (association football). On 1 January 2012 was traded to the Tanjong Pagar United FC.
141	T142	TML69	ML	Roberto Guadalupe Martínez (born 21 February 1973 in San Miguel, El Salvador) is a El Salvador Association football who plays for C.D. Águila Alianza F.C. Once Municipal and El Salvador national football team. He scored his first goal for the club in a 2 – 2 win over Bristol Rovers.
142	T143	TML70	ML	Charles Dickens (7 February 1812 – 9 June 1870) was an American Writer Novelist Journalist and Playwright from Portsmouth. She had two sons Kate Perugini and Alfred D'Orsay Tennyson Dickens Henry Fielding Dickens Edward Dickens and Kate Perugini. She was the son of John Dickens and Frederick Dickens and Augustus Dickens. Charles Dickens is a The Pickwick Papers and the Oliver Twist (A Christmas Carol) and David Copperfield (Bleak House) and Hard Times (novel) (Little Dorrit). Charles Dickens is buried in Westminster Abbey. She was the first of the Anglicanism.
143	T144	TML71	ML	Yaw Frimpong (born 4 December 1986 in Accra) is a Ghana footballer who plays for West African Football Academy as a.
144	T145	TML72	ML	Ben Idrissa Dermé (21 January 1982 – 11 September 2016) was an American Association football Defender (association football) who played for ÉF Bastia Étoile Filante de Ouagadougou FC Sheriff Tiraspol US Ouagadougou USC Corte and CA Bastia. He played for Burkina Faso national football team in Abra, Burkina Faso.
145	T146	TML73	ML	Harald Andersson (2 April 1907 – 18 May 1985) was a Sweden Discus throw who competed in the 1936 Summer Olympics. Andersson was born in.
146	T147	TT1	T	John Morgan (golfer) (3 September 1943 – 23 June 2006) was born in Oxford and he was a Golf player. He died of a Brain tumor on 23 June 2006.
147	T148	TT2	T	Miloš Babić (born November 23 1968) is a professional Basketball player. He was selected by the Phoenix Suns and he played for the Cleveland Cavaliers and Miami Heat.
148	T149	TT3	T	Dallas Green (baseball) (August 4 1934 – March 22 2017) was born in Newport, Delaware. He played for the New York Mets and Philadelphia Phillies. He died in Philadelphia.
149	T150	TT4	T	Jeff Goulding (13 May 1984 – ) is a male Association football player. They played for A.F.C. Bournemouth$$Cheltenham Town F.C.$$Molesey F.C.$$Croydon F.C.$$Clapton F.C.$$Croydon F.C.$$Hayes F.C.$$Yeading F.C.$$Fisher Athletic F.C.$$Grays Athletic F.C.$$Eastbourne Borough F.C.$$Dover Athletic F.C.$$Cray Wanderers F.C.
150	T151	TT5	T	Norman Taylor (April 15 1899 – December 14 1980) was a Rowing (sport) player from Canada. He competed in the 1924 Summer Olympics.
151	T152	TT6	T	Elena of Montenegro (8 January 1873 – 28 November 1952) was born in Cetinje to Nicholas I of Montenegro and Milena Vukotić. She was married to Victor Emmanuel III of Italy.
152	T153	TT7	T	Jimmy Johnson (blues guitarist) (born November 25 1928) is a Singer. He was born in Holly Springs, Mississippi
153	T154	TT8	T	Ted Kleinhans (April 8 1899 – July 24 1985) was born in Deer Park, Wisconsin. He played for the Philadelphia Phillies, Cincinnati Reds and New York Yankees. He died in Redington Beach, Florida.
154	T155	TT9	T	Mel Clark (born July 7 1926) played for Philadelphia Phillies and Detroit Tigers.
155	T156	TT10	T	Álvaro Mesén (born December 24 1972) is from Costa Rica and played for Liga Deportiva Alajuelense, C.S. Herediano, A.D. Municipal Liberia, Brujas F.C., A.D. Carmelita and Costa Rica national football team. He competed in the 2006 FIFA World Cup and 2002 FIFA World Cup.
156	T157	TT11	T	Timothy Adams (actor) (born August 4 1967) is a Actor and Model (person). He was born in Belleville, New Jersey.
157	T158	TT12	T	Arnold Laven (February 23 1922 - September 13 2009) was a Screenwriter from United States.
158	T159	TT13	T	Kurt Diebner (born 13 May 1905) is from Germany.
159	T160	TT14	T	Leo McKern (16 March 1920 - 23 July 2002) was from Australia. He was born in Sydney and died in Bath, Somerset.
160	T161	TT15	T	George Gardner (ice hockey) (October 8 1942 – November 6 2006) played for Detroit Red Wings, Vancouver Canucks and Los Angeles Sharks.
161	T162	TT16	T	Daniel Holcombe Thomas (August 25 1906 – April 13 2000) worked as a Judge.
162	T163	TT17	T	Frances Ellen Work (October 27 1857 - January 26 1947) was a Socialite from United States.
163	T164	TT18	T	Anders Ek (born on 7 April 1916 in Gothenburg and died on 17 November 1979 in Stockholm) was a Actor from Sweden.
164	T165	TT19	T	Anna Montañana (born October 24 1980) played for Minnesota Lynx, Ros Casares Valencia and CB Avenida.
165	T166	TT20	T	Christian-Jaque (4 September 1904 - 8 July 1994) was a Production designer. He died in Boulogne-Billancourt on 8 July 1994.
166	T167	TT21	T	Richard Peter (10 May 1895 - 3 October 1977) was a Photographer. He died in Dresden on 3 October 1977.
167	T168	TT22	T	Cristian Gavra (born 3 April 1993) is a Association football player from Romania. He had played Forward (association football) for FC Viitorul Constanța and Romania national under-19 football team.
168	T169	TT23	T	George Goring, 1st Earl of Norwich (28 April 1585 – 6 January 1663) worked as a Politician.
169	T170	TT24	T	Michael Beahan (born 21 January 1937) is from Australia.
170	T171	TT25	T	Nadine de Rothschild (born 18 April 1932) is from France.
171	T172	TT26	T	David Gigliotti (born 30 May 1985 in Martigues) is a Association football player from France. He played for GS Consolat and GS Consolat.
172	T173	TT27	T	Charmaine Sinclair (born 23 April 1971 in Chertsey, United Kingdom) is a Pornographic film actor.
173	T174	TT28	T	Temple Grandin (born August 29 1947 in Boston) is a Teacher from United States. She studied at Franklin Pierce University, Arizona State University, University of Illinois at Urbana–Champaign and Hampshire Country School.
174	T175	TT29	T	Veaceslav Platon (born 24 January 1973) is from Moldova$$Ukraine$$Russia.
175	T176	TT30	T	Oleksandr Shchanov (born 13 July 1924) is a Association football player. He playses Forward (association football) for FC Dynamo Kyiv.
176	T177	TT31	T	Francesco Antonio Vallotti (11 June 1697$$1697 - 10 January 1780$$1780) was a Organist and Composer. He died in Padua on 10 January 1780$$1780.
177	T178	TT32	T	Nigel Mills (politician) (born 1974) is a Politician. He was born in Jacksdale.
178	T179	TT33	T	Lucie Berger (born 15 April 1836) is from France.
179	T180	TT34	T	Harvey N. Middleton (February 15 1895 - March 18 1978) was a Physician. He was born at Denmark, South Carolina and studied at Benedict College. He died at Indianapolis.
180	T181	TT35	T	Maria Amalia of Austria (22 October 1701 – 11 December 1756) was born in Vienna to Joseph I, Holy Roman Emperor and Wilhelmine Amalia of Brunswick-Lüneburg. She was married to Charles VII, Holy Roman Emperor.
181	T182	TT36	T	Jean-François Copé (born 5 May 1964 in Boulogne-Billancourt) is a Politician and Lawyer from France. He studied at Sciences Po and École nationale d'administration.
182	T183	TT37	T	Juan Carlos Letelier (born 20 May 1959 in Valparaíso) is a Association football player who played as a Forward (association football). He played for Chile national football team.
183	T184	TT38	T	Paul Smith (outfielder) (May 7 1888 – July 3 1958) was born in Mount Zion, Illinois. He played for the Cincinnati Reds. He died in Decatur, Illinois.
184	T185	TT39	T	Robert Musel (13 August 1909 – 8 September 1999) worked as a Journalist and Lyricist.
185	T186	TT40	T	Fernando Savater (born 21 June 1947 in San Sebastián, Spain) is a Philosopher.
186	T187	TT41	T	Harold Morris (composer) (March 17 1890 – May 6 1964) worked as a Composer and Pianist.
187	T188	TT42	T	Tracy Letts (born July 4 1965) is a Screenwriter and Playwright. He was born in Tulsa, Oklahoma.
188	T189	TT43	T	William Fleming (Australian politician) (born 19 May 1874) is from Australia.
189	T190	TT44	T	Kevin Kallaugher (born March 23 1955) is a Cartoonist. He was born in Norwalk, Connecticut.
190	T191	TT45	T	Jack Sheldon (born November 20 1931) is a Actor and Singer. He was born in Jacksonville, Florida.
191	T192	TT46	T	Luka Žorić (born November 5 1984) is a Basketball player from Croatia. He had played Center (basketball) for KK Cibona, Baloncesto Málaga and KK Zagreb.
192	T193	TT47	T	Wilhelm Dörpfeld (born on 26 December 1853 in Barmen and died on 25 April 1940 in Lefkada) was a Architect from Germany.
193	T194	TT48	T	Alice Waters (born April 28 1944 in Chatham Borough, New Jersey) is a Chef and Author from United States. She studied at University of California, Berkeley.
194	T195	TT49	T	Alex Homberger (26 October 1912 - April 15 2007) was from Switzerland. He was born in Schaffhausen and died in Muskegon, Michigan.
195	T196	TT50	T	Kenneth Fabricius (born 3 November 1981 in Skærbæk) is a Association football player who played as a Forward (association football). He played for Silkeborg IF, Viborg FF and SønderjyskE Fodbold.
196	T197	TT51	T	Pavel Gevorgyan (born April 8 1963) is from Soviet Union.
197	T198	TT52	T	Yongzheng Emperor (13 December 1678 - 8 October 1735) was from Qing dynasty. He was born in Forbidden City and died in Beijing.
198	T199	TT53	T	Xu Huaiwen (born August 2 1975) is from Germany$$China.
199	T200	TT54	T	Hans Wilhelm Frei (April 29 1922 - September 12 1988) was a Theologian from United States.
200	T201	TT55	T	Laurie Walquist (born March 9 1898 in Rockford, Illinois) is from United States and he played for Chicago Bears.
201	T202	TT56	T	Shin Sang-ok (October 11 1926 - April 11 2006) was a Film director and Film producer from South Korea.
202	T203	TT57	T	Nathan Paulse (born 7 April 1982 in Cape Town) is from South Africa and he played for Ajax Cape Town F.C., Ajax Cape Town F.C., Hammarby IF, Ajax Cape Town F.C. and Ajax Cape Town F.C.
203	T204	TT58	T	Herbert George Columbine (born 28 November 1893) is from United Kingdom.
204	T205	TT59	T	Dafydd Iwan (born 24 August 1943) works as a Politician and Singer.
205	T206	TT60	T	Souleymane Ndéné Ndiaye (born 6 August 1958 in Kaolack, Senegal) is a Politician and Lawyer.
206	T207	TT61	T	Lawrence Lau (born 12 December 1944 in Zunyi) is a Economist and Justice of the peace from United States$$China. He studied at St. Paul's Co-educational College, Stanford University and University of California, Berkeley.
207	T208	TT62	T	Jean-Paul Colonval (born 2 February 1940) played for R.F.C. Tilleur and Standard Liège.
208	T209	TT63	T	José Foralosso (born March 15 1938) is from Brazil.
209	T210	TT64	T	André Fierens (8 February 1898 – 12 January 1971) was a Association football player from Belgium. He competed in the 1920 Summer Olympics.
210	T211	TT65	T	Rogerio Leichtweis (born June 28 1988 in Santa Rita District, Paraguay) is from Paraguay and he played for Club Olimpia, Club Libertad, Tacuary, Club Sportivo San Lorenzo, Club Cerro Porteño (Presidente Franco), Deportes Tolima, Deportes Tolima, Club Libertad, Club Libertad and Club Libertad.
211	T212	TT66	T	Horst Feistel (born January 30 1915) is from Germany$$United States.
212	T213	TT67	T	Angelo Binaschi (born 15 January 1889 in Cozzo) is a Association football player who played as a Defender (association football). He played for F.C. Pro Vercelli 1892 and Italy national football team.
213	T214	TT68	T	Anthony Aymard (born 11 May 1988) played for Étoile FC and Tanjong Pagar United FC.
214	T215	TT69	T	Roberto Guadalupe Martínez (born 21 February 1973 in San Miguel, El Salvador) is a Association football player from El Salvador. He played for C.D. Águila, Alianza F.C., Once Municipal and El Salvador national football team.
215	T216	TT70	T	Charles Dickens (7 February 1812 – 9 June 1870) was born in Portsmouth to John Dickens and Elizabeth Dickens. She was married to Catherine Dickens.
216	T217	TT71	T	Yaw Frimpong (born 4 December 1986 in Accra) is from Ghana and he played for West African Football Academy, ASEC Mimosas and Asante Kotoko S.C.
217	T218	TT72	T	Ben Idrissa Dermé (born 21 January 1982 in Abra, Burkina Faso) is a Association football player who played as a Defender (association football). He played for ÉF Bastia, Étoile Filante de Ouagadougou, FC Sheriff Tiraspol, US Ouagadougou, USC Corte, CA Bastia and Burkina Faso national football team.
218	T219	TT73	T	Harald Andersson (born 2 April 1907) is from Sweden.
